机器质量等级,转速（rpm）,扭矩（Nm）,功率（KW）,使用时长（min）,是否发生故障,具体故障类别
L,1704,30.9,5.513465968586387,61,0,Normal
L,1791,27.3,5.119821989528796,63,0,Normal
L,1616,32.8,5.550240837696335,65,0,Normal
L,1622,34.9,5.9275183246073295,67,0,Normal
L,1462,49.9,7.639141361256545,69,0,Normal
L,1410,45.8,6.762094240837696,71,0,Normal
L,1839,22.7,4.371235602094241,79,0,Normal
L,1266,60.5,8.02020942408377,81,0,Normal
L,1593,34.9,5.821539267015707,83,0,Normal
L,1459,46.9,7.165141361256544,85,0,Normal
L,1308,55.2,7.560376963350786,87,0,Normal
L,1446,51.4,7.782659685863874,105,0,Normal
L,1448,51.2,7.763099476439791,107,0,Normal
L,1391,48.6,7.078806282722514,109,0,Normal
L,1379,43.3,6.2524293193717275,111,0,Normal
L,1581,33.1,5.479696335078534,116,0,Normal
L,1515,40.5,6.424869109947644,118,0,Normal
L,1589,37.8,6.289445026178011,120,0,Normal
L,1281,50.8,6.814115183246073,122,0,Normal
L,1298,52.7,7.162785340314136,132,0,Normal
L,1612,30.7,5.182031413612566,134,0,Normal
L,1747,25.3,4.6281780104712045,136,0,Normal
L,1450,48.7,7.394240837696335,138,0,Normal
L,1422,45.6,6.78986387434555,140,0,Normal
L,1442,43.6,6.583371727748691,148,0,Normal
L,1385,45.0,6.526178010471204,158,0,Normal
L,1537,40.8,6.566450261780105,169,0,Normal
L,1498,42.9,6.72923560209424,171,0,Normal
L,1785,23.4,4.373717277486911,181,0,Normal
L,1423,48.1,7.167151832460734,183,0,Normal
L,1375,46.6,6.709424083769633,188,0,Normal
L,1451,47.1,7.156240837696336,196,0,Normal
L,1672,41.3,7.2307434554973815,0,0,Normal
L,1540,37.8,6.095497382198952,7,0,Normal
L,1279,53.1,7.111507853403142,9,0,Normal
L,1604,34.9,5.861738219895288,11,0,Normal
L,1654,27.1,4.693549738219896,13,0,Normal
L,1451,47.5,7.217015706806283,18,0,Normal
L,1504,38.0,5.984502617801047,20,0,Normal
L,1562,34.4,5.626471204188481,25,0,Normal
L,1811,24.7,4.6839476439790575,27,0,Normal
L,1278,60.5,8.096230366492147,32,0,Normal
L,1616,30.2,5.110282722513089,34,0,Normal
L,1397,46.4,6.787518324607329,36,0,Normal
L,1485,42.9,6.670837696335078,38,0,Normal
L,1310,59.7,8.189214659685863,40,0,Normal
L,1301,66.3,9.032073298429319,42,1,PWF
L,1458,44.0,6.717486910994764,44,0,Normal
L,1483,42.5,6.599738219895288,46,0,Normal
L,1375,46.4,6.680628272251309,48,0,Normal
L,1480,42.2,6.539895287958116,58,0,Normal
L,1373,46.9,6.742795811518325,60,0,Normal
L,1444,54.2,8.195267015706806,62,0,Normal
L,1469,39.9,6.137497382198953,67,0,Normal
L,1750,25.8,4.727748691099476,72,0,Normal
L,1668,35.2,6.148020942408378,77,0,Normal
L,1400,49.5,7.2565445026178015,79,0,Normal
L,1331,62.8,8.752544502617802,81,0,Normal
L,1444,42.2,6.380816753926702,83,0,Normal
L,1892,22.8,4.517026178010471,96,0,Normal
L,1405,55.2,8.121047120418849,103,0,Normal
L,1686,29.6,5.225717277486911,108,0,Normal
L,1680,27.2,4.784921465968586,110,0,Normal
L,1470,41.1,6.326387434554974,118,0,Normal
L,1388,45.5,6.612984293193717,123,0,Normal
L,1775,24.2,4.497905759162304,125,0,Normal
L,1465,41.5,6.366230366492147,127,0,Normal
L,1477,40.4,6.248251308900523,138,0,Normal
L,1382,61.0,8.827434554973822,140,0,Normal
L,1643,32.9,5.660178010471204,145,0,Normal
L,1333,54.1,7.551340314136126,147,0,Normal
L,1520,42.3,6.732565445026177,149,0,Normal
L,1803,27.7,5.229643979057592,159,0,Normal
L,1359,50.7,7.214795811518325,161,0,Normal
L,1321,53.4,7.386534031413612,166,0,Normal
L,1453,41.4,6.298869109947644,168,0,Normal
L,1419,45.1,6.70124607329843,170,0,Normal
L,1512,36.2,5.7313507853403145,172,0,Normal
L,1553,36.8,5.984335078534031,174,0,Normal
L,1352,49.7,7.036062827225132,184,0,Normal
L,1570,35.5,5.836125654450262,189,0,Normal
L,1677,31.1,5.461225130890053,191,0,Normal
L,1602,31.5,5.284083769633508,193,0,Normal
L,1390,58.8,8.558324607329842,195,1,OSF
L,1544,36.0,5.8203141361256545,197,0,Normal
L,1701,31.2,5.557193717277487,199,0,Normal
L,2280,15.4,3.676649214659686,207,0,Normal
L,1442,46.2,6.975958115183247,5,0,Normal
L,1462,46.7,7.149256544502618,7,0,Normal
L,1577,36.6,6.043790575916231,14,0,Normal
L,1331,46.4,6.4668481675392675,16,0,Normal
L,1941,22.5,4.57303664921466,18,0,Normal
L,1393,47.3,6.899361256544502,20,0,Normal
L,1433,42.1,6.317204188481676,22,0,Normal
L,1444,48.2,7.288041884816754,24,0,Normal
L,1564,39.0,6.387015706806283,26,0,Normal
L,1377,43.6,6.286617801047121,28,0,Normal
L,1525,41.5,6.62696335078534,30,0,Normal
L,1401,59.0,8.655392670157068,38,0,Normal
L,1596,31.8,5.314429319371728,40,0,Normal
L,1528,37.8,6.047999999999999,45,0,Normal
L,1325,62.0,8.602094240837696,47,0,Normal
L,1495,44.0,6.887958115183246,55,0,Normal
L,1645,28.6,4.926387434554973,57,0,Normal
L,1436,47.9,7.2025549738219885,75,0,Normal
L,1852,22.6,4.3827434554973825,77,0,Normal
L,1863,22.5,4.389267015706806,79,0,Normal
L,1404,47.3,6.953842931937173,86,0,Normal
L,1491,38.4,5.995225130890052,115,0,Normal
L,1430,39.1,5.854764397905759,117,0,Normal
L,1258,69.4,9.141905759162304,119,1,PWF
L,1449,46.5,7.055340314136125,121,0,Normal
L,1800,24.3,4.5801047120418845,128,0,Normal
L,1391,58.2,8.477089005235602,135,0,Normal
L,1432,45.4,6.807623036649214,137,0,Normal
L,1660,28.4,4.936544502617801,139,0,Normal
L,1473,46.3,7.141350785340314,146,0,Normal
L,1511,47.8,7.562910994764398,148,0,Normal
L,1588,41.5,6.900732984293194,150,0,Normal
L,1623,31.1,5.285371727748691,152,0,Normal
L,1734,30.6,5.556062827225131,154,0,Normal
L,1415,47.6,7.052774869109948,156,0,Normal
L,1419,46.6,6.924125654450263,158,0,Normal
L,1376,60.3,8.688251308900524,163,0,Normal
L,1451,40.5,6.153455497382199,168,0,Normal
L,1550,45.8,7.433507853403142,170,0,Normal
L,1647,32.9,5.673958115183246,172,0,Normal
L,1550,33.7,5.469633507853404,174,0,Normal
L,1583,34.1,5.652387434554974,176,0,Normal
L,1613,32.2,5.438596858638744,178,0,Normal
L,1341,47.7,6.697979057591623,199,0,Normal
L,1507,41.0,6.469842931937173,213,0,Normal
L,1464,40.5,6.208586387434555,215,0,Normal
L,1336,42.1,5.889591623036649,217,0,Normal
L,1422,39.8,5.926240837696335,219,0,Normal
L,1540,36.7,5.918115183246074,221,0,Normal
L,1476,47.8,7.3877277486911,223,0,Normal
L,1415,49.2,7.289842931937173,8,0,Normal
L,1502,44.6,7.014575916230366,13,0,Normal
L,1816,23.0,4.373612565445026,15,0,Normal
L,1572,33.4,5.497884816753926,20,0,Normal
L,1602,37.3,6.257026178010471,31,0,Normal
L,1601,33.3,5.5825445026178,33,0,Normal
L,1475,43.4,6.703141361256544,51,0,Normal
L,1630,32.4,5.530052356020942,53,0,Normal
L,1445,42.9,6.491151832460733,55,0,Normal
L,1420,44.1,6.557277486910995,60,0,Normal
L,1648,33.6,5.798198952879582,70,0,Normal
L,1472,48.8,7.521842931937172,72,0,Normal
L,1613,30.8,5.202136125654451,80,0,Normal
L,1412,49.2,7.274387434554975,85,0,Normal
L,1546,35.6,5.763099476439791,93,0,Normal
L,1567,36.1,5.923424083769634,95,0,Normal
L,1614,30.8,5.205361256544503,100,0,Normal
L,1624,34.6,5.883811518324608,105,0,Normal
L,1436,52.0,7.819057591623037,107,0,Normal
L,1591,37.5,6.24738219895288,109,0,Normal
L,1386,49.4,7.169465968586387,116,0,Normal
L,1401,54.1,7.93655497382199,118,0,Normal
L,1475,40.0,6.178010471204188,123,0,Normal
L,1473,39.4,6.077089005235602,125,0,Normal
L,1645,30.8,5.305340314136125,137,0,Normal
L,1347,55.3,7.799905759162303,139,0,Normal
L,1713,33.5,6.008952879581152,141,0,Normal
L,1372,60.4,8.677361256544502,149,0,Normal
L,1605,33.0,5.546073298429319,151,0,Normal
L,1413,48.5,7.175968586387435,153,0,Normal
L,1965,20.4,4.197486910994765,164,0,Normal
L,1681,30.8,5.421445026178011,171,0,Normal
L,1446,45.7,6.919602094240838,173,0,Normal
L,1415,56.4,8.356649214659686,175,0,Normal
L,1672,30.5,5.339895287958115,177,0,Normal
L,2549,13.0,3.4698429319371726,179,1,PWF
L,1492,40.5,6.327329842931937,181,0,Normal
L,1403,50.6,7.433696335078534,189,0,Normal
L,1474,49.6,7.655539267015707,191,0,Normal
L,1381,50.0,7.230366492146596,193,0,Normal
L,1457,44.7,6.819675392670157,195,0,Normal
L,1711,28.9,5.17779057591623,197,0,Normal
L,1667,29.0,5.0620942408376965,199,0,Normal
L,1465,35.0,5.369109947643979,201,0,Normal
L,1406,47.4,6.978471204188481,3,0,Normal
L,1442,46.5,7.021256544502617,11,0,Normal
L,1386,54.1,7.851581151832462,26,0,Normal
L,1325,46.9,6.5070680628272255,28,0,Normal
L,1559,33.7,5.501392670157069,30,0,Normal
L,1489,38.1,5.940408376963351,32,0,Normal
L,1892,25.2,4.992502617801048,34,0,Normal
L,1319,60.3,8.32834554973822,36,0,Normal
L,1431,52.3,7.836785340314137,38,0,Normal
L,1533,42.4,6.806198952879581,48,0,Normal
L,1381,60.6,8.763204188481676,59,0,Normal
L,1370,52.4,7.517068062827225,61,0,Normal
L,1438,46.6,7.016837696335079,63,0,Normal
L,1314,48.2,6.6319162303664925,65,0,Normal
L,1437,48.1,7.237664921465968,67,0,Normal
L,1821,26.1,4.97676439790576,69,0,Normal
L,1589,32.7,5.440869109947644,74,0,Normal
L,1520,33.7,5.363769633507854,76,0,Normal
L,1605,37.0,6.218324607329843,78,0,Normal
L,1393,54.2,7.905821989528796,80,0,Normal
L,1525,39.0,6.227748691099476,90,0,Normal
L,1390,57.0,8.296335078534032,92,0,Normal
L,1536,38.9,6.256586387434554,94,0,Normal
L,1459,47.6,7.272083769633508,96,0,Normal
L,1387,51.1,7.4215392670157065,98,0,Normal
L,1378,53.4,7.7052565445026175,100,0,Normal
L,1381,56.7,8.199235602094241,102,0,Normal
L,1746,26.8,4.899769633507853,107,0,Normal
L,1504,37.8,5.9530052356020935,112,0,Normal
L,1422,53.2,7.921507853403142,120,0,Normal
L,1520,38.3,6.095916230366491,122,0,Normal
L,1627,32.6,5.5539476439790585,124,0,Normal
L,1512,37.2,5.889675392670157,126,0,Normal
L,1553,42.7,6.943780104712043,128,0,Normal
L,1802,26.0,4.905968586387434,130,0,Normal
L,1482,37.6,5.834890052356021,132,0,Normal
L,1446,62.9,9.523916230366492,134,1,PWF
L,1371,50.5,7.24979057591623,136,0,Normal
L,1515,39.8,6.313821989528795,141,0,Normal
L,1374,53.6,7.711664921465969,143,0,Normal
L,1455,39.8,6.063769633507853,145,0,Normal
L,1260,57.8,7.625968586387435,152,0,Normal
L,1371,55.5,7.9675916230366495,159,0,Normal
L,1611,31.4,5.2969005235602085,161,0,Normal
L,1368,47.2,6.761214659685865,175,0,Normal
L,1526,37.9,6.056062827225131,177,0,Normal
L,1542,39.2,6.329465968586388,179,0,Normal
L,1605,31.1,5.226753926701571,181,0,Normal
L,1405,51.4,7.561989528795811,183,0,Normal
L,1514,41.9,6.642575916230366,196,0,Normal
L,1636,29.9,5.12213612565445,201,0,Normal
L,1603,33.9,5.6902303664921465,203,0,Normal
L,1579,36.3,6.001853403141361,211,0,Normal
L,1484,40.5,6.293403141361257,213,0,Normal
L,1384,53.6,7.767790575916231,218,1,OSF
L,1378,50.4,7.272376963350785,220,1,OSF
L,1445,45.2,6.8391623036649225,222,0,Normal
L,1445,43.5,6.581937172774869,224,0,Normal
L,1509,39.4,6.225612565445026,0,0,Normal
L,1434,46.8,7.027350785340314,2,0,Normal
L,1877,23.9,4.697413612565445,4,0,Normal
L,1651,28.0,4.840628272251309,6,0,Normal
L,1466,41.3,6.339874345549738,8,0,Normal
L,1479,40.7,6.30317277486911,10,0,Normal
L,1409,46.4,6.845821989528796,12,0,Normal
L,1305,61.4,8.390261780104712,17,0,Normal
L,1475,38.7,5.977225130890053,22,0,Normal
L,1402,47.7,7.002659685863875,24,0,Normal
L,1410,43.0,6.34869109947644,26,0,Normal
L,1436,41.8,6.2853193717277485,28,0,Normal
L,1744,26.4,4.821109947643979,33,0,Normal
L,1393,48.4,7.059811518324607,35,0,Normal
L,1841,22.8,4.395267015706807,40,0,Normal
L,1433,37.7,5.65697382198953,42,0,Normal
L,1772,26.1,4.842848167539268,52,0,Normal
L,1413,38.5,5.696387434554974,57,0,Normal
L,1510,45.4,7.178429319371728,72,0,Normal
L,1366,49.7,7.108921465968586,74,0,Normal
L,1845,22.9,4.42413612565445,76,0,Normal
L,1485,44.7,6.950732984293194,78,0,Normal
L,1620,34.1,5.7845026178010475,89,0,Normal
L,1409,44.8,6.609759162303664,91,0,Normal
L,1350,51.3,7.2518324607329845,96,0,Normal
L,1348,56.1,7.91861780104712,110,0,Normal
L,1242,60.9,7.920188481675393,117,0,Normal
L,1493,34.9,5.456094240837696,119,0,Normal
L,1601,31.4,5.264020942408377,121,0,Normal
L,1568,33.3,5.467476439790575,123,0,Normal
L,1524,34.1,5.441717277486911,128,0,Normal
L,1543,37.9,6.123528795811518,130,0,Normal
L,1867,27.0,5.278429319371727,138,0,Normal
L,1487,41.2,6.415120418848168,140,0,Normal
L,1580,32.6,5.3935078534031415,142,0,Normal
L,1340,50.0,7.015706806282722,144,0,Normal
L,1544,41.6,6.725696335078534,146,0,Normal
L,1488,40.3,6.279204188481675,148,0,Normal
L,1582,38.8,6.427392670157068,156,0,Normal
L,1490,43.2,6.7401047120418855,158,0,Normal
L,1325,51.0,7.075916230366492,171,0,Normal
L,1498,38.9,6.101801047120419,181,0,Normal
L,1437,41.6,6.259602094240838,183,0,Normal
L,1356,52.6,7.468649214659687,188,0,Normal
L,1539,46.8,7.5419057591623035,190,0,Normal
L,1689,32.1,5.677162303664922,192,0,Normal
L,1559,38.1,6.219675392670157,194,0,Normal
L,1408,46.7,6.885193717277487,196,0,Normal
L,1886,23.0,4.542198952879581,198,0,Normal
L,1415,43.4,6.430471204188482,0,0,Normal
L,1571,38.6,6.34980104712042,5,0,Normal
L,1576,36.6,6.039958115183246,7,0,Normal
L,1660,34.4,5.9794764397905755,9,0,Normal
L,2384,15.0,3.744502617801047,19,0,Normal
L,1443,53.4,8.068712041884817,21,0,Normal
L,1828,23.8,4.555643979057592,26,0,Normal
L,1472,53.5,8.246282722513088,28,0,Normal
L,1855,23.8,4.622931937172775,33,0,Normal
L,1432,48.9,7.332439790575917,38,0,Normal
L,1510,43.5,6.878010471204188,46,0,Normal
L,1441,44.0,6.639162303664921,48,0,Normal
L,1686,30.4,5.366952879581151,53,0,Normal
L,1426,40.1,5.987706806282723,60,0,Normal
L,1693,31.6,5.601968586387435,65,0,Normal
L,1426,47.9,7.152397905759162,67,0,Normal
L,1676,31.0,5.440418848167539,69,0,Normal
L,1647,35.0,6.036125654450262,74,0,Normal
L,1267,68.2,9.048104712041885,76,1,PWF
L,1422,48.9,7.281235602094241,83,0,Normal
L,1408,48.7,7.1800628272251314,85,0,Normal
L,1440,42.5,6.408376963350785,87,0,Normal
L,1772,25.2,4.675853403141361,89,0,Normal
L,1492,37.8,5.905507853403141,91,0,Normal
L,1650,30.5,5.269633507853404,93,0,Normal
L,1648,30.8,5.315015706806283,98,0,Normal
L,1653,31.7,5.486921465968586,100,0,Normal
L,1946,22.3,4.544062827225131,102,0,Normal
L,1555,36.6,5.959476439790576,104,0,Normal
L,1661,32.2,5.6004397905759165,106,0,Normal
L,1434,45.9,6.892209424083768,108,0,Normal
L,1297,54.2,7.360984293193718,110,0,Normal
L,1466,46.4,7.122764397905758,112,0,Normal
L,1742,34.5,6.293089005235602,117,0,Normal
L,1580,39.1,6.468900523560209,119,0,Normal
L,1481,40.7,6.311696335078534,124,0,Normal
L,1429,37.7,5.6411832460732985,126,0,Normal
L,1507,37.5,5.917539267015707,134,0,Normal
L,1467,44.7,6.866481675392671,136,0,Normal
L,1301,51.1,6.961371727748691,138,0,Normal
L,1429,55.1,8.244806282722514,140,0,Normal
L,1503,40.6,6.389717277486911,145,0,Normal
L,1459,43.1,6.5845968586387436,147,0,Normal
L,1387,57.3,8.322,154,0,Normal
L,1604,34.7,5.828146596858639,159,0,Normal
L,1734,32.4,5.882890052356021,161,0,Normal
L,1378,47.8,6.897214659685863,163,0,Normal
L,1504,41.8,6.582952879581152,165,0,Normal
L,1593,35.5,5.921623036649215,175,0,Normal
L,1356,50.7,7.198869109947644,185,0,Normal
L,1445,43.4,6.566806282722513,197,0,Normal
L,1329,53.6,7.459099476439792,207,1,OSF
L,1467,47.2,7.250513089005237,218,0,Normal
L,1617,32.3,5.469015706806283,223,0,Normal
L,1515,48.9,7.757434554973822,228,1,OSF
L,1408,47.2,6.958910994764398,0,0,Normal
L,1468,45.6,7.009507853403142,2,0,Normal
L,1387,48.7,7.07297382198953,4,0,Normal
L,1615,30.6,5.17476439790576,14,0,Normal
L,1511,35.9,5.680094240837697,16,0,Normal
L,1405,53.8,7.915078534031414,18,0,Normal
L,1530,38.3,6.1360209424083765,23,0,Normal
L,1583,32.5,5.38717277486911,25,0,Normal
L,2069,18.7,4.051340314136125,27,0,Normal
L,1490,35.0,5.460732984293194,29,0,Normal
L,1736,29.0,5.271623036649214,31,0,Normal
L,1395,44.4,6.48565445026178,33,0,Normal
L,1631,32.4,5.5334450261780095,38,0,Normal
L,1535,41.2,6.6221989528795815,40,0,Normal
L,1584,34.4,5.705717277486911,42,0,Normal
L,1635,35.2,6.026387434554975,47,0,Normal
L,1501,35.0,5.501047120418848,55,0,Normal
L,1450,50.8,7.713089005235602,57,0,Normal
L,1730,25.9,4.691832460732984,59,0,Normal
L,1438,51.7,7.784774869109948,64,0,Normal
L,1389,44.9,6.53048167539267,69,0,Normal
L,1490,33.6,5.242303664921466,71,0,Normal
L,1729,26.6,4.815853403141362,73,0,Normal
L,1495,38.4,6.01130890052356,75,0,Normal
L,1281,53.9,7.229937172774869,77,0,Normal
L,1429,50.1,7.496638743455498,84,0,Normal
L,1413,42.1,6.22903664921466,86,0,Normal
L,1502,38.3,6.023727748691099,88,0,Normal
L,1786,23.5,4.394869109947644,100,0,Normal
L,1951,21.4,4.371874345549737,102,0,Normal
L,1605,34.3,5.764554973821989,107,0,Normal
L,1578,38.1,6.295476439790576,109,0,Normal
L,1489,42.3,6.595256544502617,114,0,Normal
L,1366,48.4,6.922973821989528,116,0,Normal
L,1541,37.2,6.002638743455498,118,0,Normal
L,1473,40.3,6.215905759162303,125,0,Normal
L,1531,37.9,6.075905759162304,127,0,Normal
L,1511,37.2,5.885780104712042,129,0,Normal
L,1447,50.4,7.636523560209424,140,0,Normal
L,1607,31.7,5.334230366492147,145,0,Normal
L,1551,39.1,6.350167539267017,147,0,Normal
L,1496,37.2,5.827350785340315,149,0,Normal
L,1493,38.0,5.940732984293193,151,0,Normal
L,1304,50.5,6.895497382198953,153,0,Normal
L,1766,24.6,4.549068062827225,158,0,Normal
L,1450,43.1,6.543979057591623,160,0,Normal
L,1713,26.5,4.753350785340314,167,0,Normal
L,1499,41.5,6.513979057591623,175,0,Normal
L,1972,19.3,3.9852984293193714,177,0,Normal
L,1422,49.2,7.325905759162304,179,0,Normal
L,1523,41.5,6.618272251308901,181,0,Normal
L,1563,41.5,6.792094240837696,183,0,Normal
L,1391,46.6,6.787497382198953,185,0,Normal
L,1795,24.7,4.642565445026178,187,0,Normal
L,1293,53.7,7.270586387434555,189,0,Normal
L,1345,60.7,8.548848167539267,191,1,OSF
L,1615,33.7,5.699005235602095,193,0,Normal
L,1342,50.8,7.138596858638743,195,0,Normal
L,1502,46.7,7.344858638743457,197,0,Normal
L,1537,42.8,6.8883350785340305,202,0,Normal
L,2248,16.8,3.9545968586387437,204,0,Normal
L,1706,28.6,5.109068062827226,206,0,Normal
L,2250,16.6,3.910994764397906,208,0,Normal
L,1396,48.6,7.104251308900524,0,0,Normal
L,1522,46.4,7.394848167539267,2,0,Normal
L,1539,45.4,7.316293193717277,4,0,Normal
L,1446,37.0,5.602303664921466,11,0,Normal
L,1426,38.6,5.7637277486911,16,0,Normal
L,1449,38.9,5.90220942408377,18,0,Normal
L,1320,67.5,9.329842931937172,20,1,PWF
L,1422,47.3,7.042994764397905,25,0,Normal
L,1399,52.1,7.632240837696336,27,0,Normal
L,1427,41.5,6.201099476439791,29,0,Normal
L,1552,37.4,6.077989528795811,37,0,Normal
L,1448,48.6,7.368879581151833,44,0,Normal
L,1409,44.7,6.595005235602095,46,0,Normal
L,1621,34.5,5.8559685863874344,48,0,Normal
L,1957,22.1,4.52876439790576,55,0,Normal
L,2421,14.2,3.599811518324607,57,0,Normal
L,1634,36.8,6.2964607329842925,62,0,Normal
L,1516,38.7,6.143371727748692,64,0,Normal
L,1207,66.5,8.40476439790576,66,0,Normal
L,1670,35.9,6.277801047120419,68,0,Normal
L,1569,40.8,6.7031623036649215,73,0,Normal
L,1556,35.7,5.816670157068064,75,0,Normal
L,1399,39.9,5.845036649214659,91,0,Normal
L,1650,29.8,5.14869109947644,93,0,Normal
L,1586,37.8,6.277570680628272,103,0,Normal
L,1372,39.6,5.689130890052357,105,0,Normal
L,1532,39.8,6.384670157068062,115,0,Normal
L,1554,32.0,5.2071204188481675,117,0,Normal
L,1254,61.3,8.04923560209424,124,0,Normal
L,1294,49.7,6.734219895287959,126,0,Normal
L,1739,27.5,5.0075916230366495,128,0,Normal
L,1542,40.3,6.507078534031414,141,0,Normal
L,1510,42.5,6.719895287958115,146,0,Normal
L,1408,45.6,6.723015706806283,156,0,Normal
L,1436,51.6,7.758910994764398,158,0,Normal
L,1280,59.3,7.948062827225131,163,0,Normal
L,2008,20.4,4.289340314136125,165,0,Normal
L,1772,23.5,4.360418848167539,167,0,Normal
L,1779,26.1,4.861979057591623,169,0,Normal
L,1567,35.5,5.824973821989529,171,0,Normal
L,1349,51.3,7.246460732984293,176,0,Normal
L,1395,44.5,6.5002617801047125,181,0,Normal
L,1291,56.4,7.624335078534031,188,0,Normal
L,1620,31.1,5.2756020942408375,196,0,Normal
L,2256,15.9,3.756062827225131,201,0,Normal
L,1467,46.2,7.09690052356021,219,0,Normal
L,1445,42.6,6.4457591623036645,0,0,Normal
L,1480,40.9,6.338429319371728,2,0,Normal
L,1546,37.2,6.022115183246074,4,0,Normal
L,1574,35.8,5.900439790575916,6,0,Normal
L,1592,34.2,5.701193717277487,8,0,Normal
L,1495,39.6,6.199162303664921,10,0,Normal
L,1447,43.1,6.530439790575917,12,0,Normal
L,1476,44.4,6.862240837696335,14,0,Normal
L,1641,27.1,4.656659685863875,16,0,Normal
L,1545,32.2,5.20931937172775,18,0,Normal
L,1590,28.5,4.745026178010471,23,0,Normal
L,1460,37.4,5.717696335078534,25,0,Normal
L,1609,32.5,5.47565445026178,27,0,Normal
L,1633,27.5,4.702356020942409,29,0,Normal
L,1348,52.8,7.452816753926701,31,0,Normal
L,1322,53.9,7.461340314136126,33,0,Normal
L,1641,30.1,5.172157068062828,35,0,Normal
L,1728,26.0,4.704502617801047,37,0,Normal
L,1431,47.7,7.147507853403141,39,0,Normal
L,1641,30.4,5.223706806282722,41,0,Normal
L,1869,22.7,4.4425445026178005,49,0,Normal
L,1452,46.0,6.993926701570681,51,0,Normal
L,1618,28.7,4.862471204188481,53,0,Normal
L,2010,20.0,4.209424083769633,55,0,Normal
L,1363,60.9,8.691801047120418,57,0,Normal
L,1473,40.4,6.231329842931937,59,0,Normal
L,1333,50.8,7.090722513089005,61,0,Normal
L,1760,25.9,4.773193717277487,63,0,Normal
L,1326,64.8,8.997361256544503,71,0,Normal
L,2266,15.3,3.63034554973822,79,0,Normal
L,1641,35.8,6.151602094240837,81,0,Normal
L,1574,39.2,6.460816753926702,83,0,Normal
L,1407,50.6,7.454890052356021,85,0,Normal
L,1498,44.6,6.995895287958115,101,0,Normal
L,1357,47.3,6.721057591623037,106,0,Normal
L,1690,29.2,5.167329842931937,108,0,Normal
L,1559,39.1,6.382921465968587,110,0,Normal
L,1558,34.8,5.677319371727748,115,0,Normal
L,1362,51.9,7.40186387434555,117,0,Normal
L,1555,34.8,5.666387434554973,122,0,Normal
L,1434,38.5,5.781047120418848,127,0,Normal
L,1779,25.5,4.75020942408377,129,0,Normal
L,1417,54.6,8.10138219895288,131,0,Normal
L,1425,45.9,6.848952879581152,133,0,Normal
L,1346,57.4,8.090094240837695,138,0,Normal
L,1422,40.4,6.0155811518324604,140,0,Normal
L,1412,45.4,6.712544502617801,147,0,Normal
L,1572,35.4,5.82709947643979,158,0,Normal
L,1525,42.8,6.834554973821989,160,0,Normal
L,1378,51.9,7.488816753926701,162,0,Normal
L,1369,51.4,7.368230366492146,164,0,Normal
L,1476,45.3,7.001340314136126,166,0,Normal
L,1620,30.0,5.0890052356020945,168,0,Normal
L,1411,46.1,6.811214659685864,173,0,Normal
L,1616,31.6,5.347183246073299,175,0,Normal
