机器质量等级,厂房室温（℃）,机器温度（℃）,转速（rpm）,扭矩（Nm）,功率（KW）,使用时长（min）,是否发生故障,具体故障类别
M,26.150000000000034,35.650000000000034,1648,28.4,4.900858638743455,188,0,Normal
M,26.150000000000034,35.75,1767,24.8,4.588649214659686,196,0,Normal
M,26.25,35.75,1457,41.5,6.331465968586388,201,0,Normal
M,26.25,35.85000000000002,1939,19.8,4.020125654450262,204,0,Normal
M,26.350000000000023,35.85000000000002,1399,49.7,7.280659685863875,207,0,Normal
M,26.350000000000023,35.85000000000002,1602,31.3,5.250534031413612,210,0,Normal
M,26.450000000000045,36.05000000000001,1867,23.4,4.5746387434554965,225,1,TWF
M,26.350000000000023,35.950000000000045,1420,49.5,7.360209424083769,5,0,Normal
M,26.25,35.950000000000045,1500,43.3,6.801047120418848,10,0,Normal
M,26.350000000000023,36.05000000000001,1495,41.6,6.512251308900524,17,0,Normal
M,26.350000000000023,36.05000000000001,1590,35.9,5.977068062827225,22,0,Normal
M,26.450000000000045,36.150000000000034,1387,48.3,7.014879581151831,25,0,Normal
M,26.450000000000045,36.05000000000001,1393,47.7,6.957706806282723,28,0,Normal
M,26.350000000000023,36.05000000000001,1314,61.8,8.50316230366492,45,0,Normal
M,26.450000000000045,36.150000000000034,1577,39.8,6.57220942408377,48,0,Normal
M,26.650000000000034,36.25,1439,47.4,7.142261780104711,57,0,Normal
M,26.450000000000045,35.950000000000045,1471,44.3,6.8235916230366485,67,0,Normal
M,26.350000000000023,35.75,1448,42.9,6.504628272251309,74,0,Normal
M,26.450000000000045,35.75,1568,35.3,5.79585340314136,77,0,Normal
M,26.55000000000001,35.75,1551,35.4,5.749256544502617,82,0,Normal
M,26.55000000000001,35.75,1478,41.0,6.345340314136125,87,0,Normal
M,26.650000000000034,35.950000000000045,1268,58.0,7.700942408376964,90,0,Normal
M,26.75,36.05000000000001,1548,35.7,5.78676439790576,97,0,Normal
M,26.55000000000001,35.950000000000045,1352,46.1,6.526408376963351,102,0,Normal
M,26.450000000000045,35.85000000000002,1245,64.0,8.343455497382198,120,0,Normal
M,26.450000000000045,35.950000000000045,1435,48.4,7.272670157068063,143,0,Normal
M,26.450000000000045,35.85000000000002,1736,26.1,4.744460732984294,146,0,Normal
M,26.55000000000001,35.85000000000002,1645,31.9,5.494816753926702,155,0,Normal
M,26.55000000000001,35.85000000000002,1465,49.0,7.516753926701571,158,0,Normal
M,26.450000000000045,35.75,1685,27.8,4.905026178010472,161,0,Normal
M,26.25,35.450000000000045,1455,42.7,6.505602094240839,183,0,Normal
M,26.150000000000034,35.35000000000002,1422,43.1,6.417612565445027,186,0,Normal
M,26.150000000000034,35.25,1542,37.5,6.054973821989528,203,1,TWF
M,26.150000000000034,35.25,1438,42.3,6.369361256544502,0,0,Normal
M,26.05000000000001,35.25,1396,48.5,7.089633507853403,5,0,Normal
M,26.150000000000034,35.35000000000002,1304,60.6,8.274596858638745,8,0,Normal
M,26.05000000000001,35.25,1396,48.7,7.118869109947644,13,0,Normal
M,25.950000000000045,35.05000000000001,1435,45.2,6.791832460732985,45,0,Normal
M,26.05000000000001,35.25,1529,43.0,6.884502617801047,50,0,Normal
M,26.05000000000001,35.25,1415,43.5,6.445287958115183,53,0,Normal
M,26.05000000000001,35.25,1330,51.2,7.130471204188481,56,0,Normal
M,26.150000000000034,35.450000000000045,1448,52.1,7.899560209424084,71,0,Normal
M,26.150000000000034,35.55000000000001,1459,35.6,5.438785340314136,87,0,Normal
M,26.25,35.55000000000001,1289,60.5,8.165916230366491,104,0,Normal
M,26.25,35.450000000000045,1541,39.1,6.309225130890053,109,0,Normal
M,26.350000000000023,35.55000000000001,1321,51.9,7.179047120418848,114,0,Normal
M,26.350000000000023,35.650000000000034,1886,20.9,4.127476439790575,117,0,Normal
M,26.05000000000001,35.450000000000045,1586,35.7,5.928816753926702,138,0,Normal
M,25.850000000000023,35.25,1535,47.5,7.634816753926701,163,0,Normal
M,25.950000000000045,35.450000000000045,1491,38.5,6.010837696335079,166,0,Normal
M,25.950000000000045,35.450000000000045,1441,36.2,5.462219895287959,169,0,Normal
M,25.950000000000045,35.650000000000034,1725,26.6,4.804712041884817,172,0,Normal
M,26.05000000000001,35.650000000000034,1700,33.5,5.963350785340314,185,0,Normal
M,26.05000000000001,35.650000000000034,1314,52.5,7.223560209424083,193,0,Normal
M,26.05000000000001,35.55000000000001,1401,47.0,6.894973821989529,198,0,Normal
M,26.25,35.55000000000001,1487,52.6,8.190178010471204,205,0,Normal
M,26.150000000000034,35.55000000000001,1420,50.3,7.479162303664921,208,0,Normal
M,26.150000000000034,35.55000000000001,1390,49.3,7.175602094240838,215,0,Normal
M,26.05000000000001,35.05000000000001,1674,28.2,4.943120418848167,14,0,Normal
M,26.05000000000001,35.150000000000034,1755,26.4,4.85151832460733,19,0,Normal
M,26.150000000000034,35.35000000000002,1386,42.2,6.124523560209425,30,0,Normal
M,26.150000000000034,35.35000000000002,1422,45.4,6.760083769633507,37,0,Normal
M,26.150000000000034,35.35000000000002,1305,60.6,8.280942408376964,44,0,Normal
M,26.05000000000001,35.25,1381,42.5,6.145811518324607,54,0,Normal
M,26.05000000000001,35.450000000000045,1631,35.4,6.045801047120419,64,0,Normal
M,26.150000000000034,35.35000000000002,1496,39.4,6.171979057591623,80,0,Normal
M,26.150000000000034,35.25,1468,42.2,6.486869109947644,83,0,Normal
M,26.05000000000001,35.25,1856,22.7,4.411643979057591,86,0,Normal
M,26.150000000000034,35.35000000000002,1404,49.4,7.262575916230365,93,0,Normal
M,26.05000000000001,35.25,1538,38.0,6.11979057591623,98,0,Normal
M,26.05000000000001,35.25,1476,32.7,5.0539476439790585,101,0,Normal
M,26.05000000000001,35.150000000000034,1364,51.8,7.398450261780105,104,0,Normal
M,26.05000000000001,35.150000000000034,1582,45.5,7.537277486910995,107,0,Normal
M,25.950000000000045,35.150000000000034,1506,38.0,5.992460732984293,125,0,Normal
M,26.05000000000001,35.35000000000002,1474,47.2,7.28510994764398,132,0,Normal
M,26.05000000000001,35.35000000000002,1526,37.3,5.9601884816753925,135,0,Normal
M,26.05000000000001,35.35000000000002,1742,28.9,5.271602094240837,150,0,Normal
M,25.950000000000045,35.35000000000002,1592,34.2,5.701193717277487,153,0,Normal
M,26.05000000000001,35.35000000000002,1594,35.8,5.975413612565445,160,0,Normal
M,26.05000000000001,35.450000000000045,1367,47.6,6.813528795811519,168,0,Normal
M,25.950000000000045,35.55000000000001,2008,20.3,4.268314136125655,178,0,Normal
M,25.950000000000045,35.450000000000045,1499,45.1,7.079047120418849,185,0,Normal
M,25.950000000000045,35.35000000000002,1587,35.6,5.9159371727748695,2,0,Normal
M,25.75,35.05000000000001,1328,49.2,6.841633507853404,11,0,Normal
M,25.75,35.05000000000001,2022,20.0,4.234554973821989,23,0,Normal
M,25.75,35.05000000000001,1372,63.6,9.137089005235602,30,1,PWF
M,25.850000000000023,35.150000000000034,1377,47.2,6.805696335078534,35,0,Normal
M,25.75,35.05000000000001,1335,47.8,6.68198952879581,40,0,Normal
M,25.75,35.05000000000001,1411,51.3,7.5795078534031415,43,0,Normal
M,25.850000000000023,35.05000000000001,1358,42.7,6.071895287958116,50,0,Normal
M,25.950000000000045,35.25,1330,53.6,7.464712041884817,62,0,Normal
M,25.950000000000045,35.25,1332,51.7,7.210931937172775,71,0,Normal
M,25.950000000000045,35.450000000000045,2329,14.6,3.560565445026178,95,0,Normal
M,25.75,35.450000000000045,1517,39.8,6.322157068062827,114,0,Normal
M,25.75,35.35000000000002,1534,42.9,6.8909528795811505,121,0,Normal
M,25.75,35.450000000000045,1574,33.5,5.521361256544503,128,0,Normal
M,25.75,35.450000000000045,1524,40.4,6.447078534031413,131,0,Normal
M,25.75,35.35000000000002,1555,37.6,6.122303664921466,142,0,Normal
M,25.75,35.35000000000002,1456,50.0,7.62303664921466,156,0,Normal
M,25.75,35.55000000000001,1402,49.8,7.3109528795811505,167,0,Normal
M,25.75,35.55000000000001,1772,28.4,5.269612565445025,177,0,Normal
M,25.850000000000023,35.650000000000034,1418,45.7,6.785612565445027,204,0,Normal
M,25.950000000000045,35.650000000000034,1491,41.0,6.401151832460733,209,0,Normal
M,26.05000000000001,35.75,1573,37.4,6.160230366492146,212,0,Normal
M,26.05000000000001,35.75,1521,42.3,6.736994764397905,215,0,Normal
M,25.950000000000045,35.75,1325,48.4,6.715183246073298,220,0,Normal
M,25.950000000000045,35.75,1476,42.7,6.599497382198954,225,0,Normal
M,26.05000000000001,35.950000000000045,1503,34.7,5.461162303664922,6,0,Normal
M,25.850000000000023,35.75,1526,41.1,6.5673926701570675,20,0,Normal
M,25.75,35.450000000000045,1425,49.6,7.401047120418848,35,0,Normal
M,25.650000000000034,35.55000000000001,1543,38.2,6.172000000000001,44,0,Normal
M,25.650000000000034,35.55000000000001,1446,45.5,6.8893193717277486,49,0,Normal
M,25.650000000000034,35.450000000000045,1598,35.1,5.873277486910995,52,0,Normal
M,25.650000000000034,35.450000000000045,1571,33.7,5.543738219895288,61,0,Normal
M,25.650000000000034,35.35000000000002,1510,38.7,6.119057591623037,66,0,Normal
M,26.05000000000001,35.85000000000002,1541,36.3,5.857413612565445,104,0,Normal
M,26.150000000000034,36.05000000000001,1440,37.5,5.654450261780105,111,0,Normal
M,26.150000000000034,35.950000000000045,1449,47.9,7.267759162303664,131,0,Normal
M,26.25,35.950000000000045,1440,50.0,7.539267015706806,134,0,Normal
M,26.05000000000001,35.85000000000002,1881,23.9,4.707424083769633,137,0,Normal
M,26.25,35.950000000000045,1326,62.0,8.608586387434555,142,0,Normal
M,26.150000000000034,35.85000000000002,1420,41.6,6.185549738219895,155,0,Normal
M,26.350000000000023,36.05000000000001,1497,40.9,6.411235602094241,169,0,Normal
M,26.25,35.950000000000045,1352,44.7,6.32820942408377,172,0,Normal
M,25.850000000000023,35.55000000000001,1620,35.4,6.005026178010471,199,0,Normal
M,25.650000000000034,35.450000000000045,1486,41.1,6.395246073298429,13,0,Normal
M,26.05000000000001,35.75,1447,39.6,6.000125654450263,22,0,Normal
M,26.150000000000034,36.05000000000001,1334,46.3,6.467455497382199,31,0,Normal
M,26.150000000000034,35.950000000000045,1385,45.6,6.613193717277487,34,0,Normal
M,26.150000000000034,35.950000000000045,1571,38.3,6.300450261780104,59,0,Normal
M,26.25,35.950000000000045,1461,48.6,7.43503664921466,70,0,Normal
M,26.350000000000023,36.150000000000034,1506,41.5,6.544397905759162,77,0,Normal
M,26.450000000000045,36.25,1642,30.3,5.209696335078534,80,0,Normal
M,26.450000000000045,36.25,1283,62.1,8.342858638743456,83,0,Normal
M,26.650000000000034,36.450000000000045,1346,53.2,7.49813612565445,95,0,Normal
M,26.850000000000023,36.55000000000001,1652,28.6,4.947350785340315,112,0,Normal
M,26.650000000000034,36.25,1412,47.8,7.0673926701570675,130,0,Normal
M,26.75,36.35000000000002,1372,56.2,8.073968586387435,133,0,Normal
M,26.650000000000034,36.25,1401,48.1,7.056345549738221,143,0,Normal
M,26.650000000000034,36.35000000000002,1453,43.2,6.572732984293195,153,0,Normal
M,26.75,36.35000000000002,1582,38.2,6.328,160,0,Normal
M,26.650000000000034,36.25,1751,27.0,4.9504712041884815,173,0,Normal
M,26.850000000000023,36.35000000000002,1425,40.8,6.087958115183246,178,0,Normal
M,26.75,36.25,1509,42.8,6.762848167539267,190,0,Normal
M,26.75,36.25,1483,38.1,5.916471204188482,193,0,Normal
M,26.75,36.25,1487,42.2,6.57082722513089,198,0,Normal
M,26.650000000000034,36.150000000000034,1663,35.2,6.129591623036649,208,0,Normal
M,26.650000000000034,36.150000000000034,1640,31.1,5.340732984293194,211,0,Normal
M,26.55000000000001,36.150000000000034,1399,41.9,6.138020942408377,221,1,TWF
M,26.75,36.450000000000045,1364,44.4,6.341528795811518,20,0,Normal
M,26.950000000000045,36.450000000000045,1622,36.1,6.131329842931938,43,0,Normal
M,26.950000000000045,36.450000000000045,1625,38.0,6.465968586387435,46,0,Normal
M,26.650000000000034,36.05000000000001,1372,58.2,8.361298429319373,65,0,Normal
M,26.55000000000001,36.05000000000001,1608,34.4,5.792167539267015,68,0,Normal
M,26.450000000000045,35.950000000000045,1560,37.1,6.060314136125655,73,0,Normal
M,26.450000000000045,35.85000000000002,1539,36.1,5.817581151832461,76,0,Normal
M,26.450000000000045,36.05000000000001,1651,30.8,5.32469109947644,92,0,Normal
M,26.450000000000045,35.950000000000045,1366,55.2,7.895623036649214,95,0,Normal
M,26.350000000000023,35.85000000000002,1701,28.6,5.094094240837697,98,0,Normal
M,26.350000000000023,35.950000000000045,1422,45.3,6.745193717277487,103,0,Normal
M,26.450000000000045,36.150000000000034,1553,32.4,5.268816753926702,112,0,Normal
M,26.650000000000034,36.150000000000034,1470,42.7,6.572670157068064,119,0,Normal
M,26.650000000000034,36.25,1423,42.9,6.392324607329843,124,0,Normal
M,26.55000000000001,36.05000000000001,1597,32.9,5.501706806282722,135,0,Normal
M,26.55000000000001,35.950000000000045,1576,36.4,6.006952879581151,149,0,Normal
M,26.55000000000001,35.950000000000045,1508,41.2,6.505717277486911,152,0,Normal
M,26.650000000000034,35.950000000000045,1496,44.4,6.955225130890052,155,0,Normal
M,26.55000000000001,35.950000000000045,1603,38.5,6.4623560209424085,170,0,Normal
M,26.55000000000001,36.05000000000001,1685,28.9,5.099109947643979,179,1,RNF
M,26.55000000000001,35.950000000000045,1851,24.7,4.787403141361256,189,0,Normal
M,26.55000000000001,36.05000000000001,1412,45.3,6.697759162303665,205,0,Normal
M,26.75,36.150000000000034,1389,52.8,7.679497382198953,0,0,Normal
M,26.75,36.25,1399,54.8,8.027769633507853,3,0,Normal
M,26.75,36.25,1889,26.0,5.14282722513089,6,0,Normal
M,26.850000000000023,36.450000000000045,1477,38.1,5.892534031413613,13,0,Normal
M,27.05000000000001,36.450000000000045,1556,35.8,5.83296335078534,36,0,Normal
M,27.05000000000001,36.450000000000045,1491,41.8,6.526052356020942,41,0,Normal
M,27.05000000000001,36.450000000000045,1528,35.1,5.6160000000000005,44,0,Normal
M,27.05000000000001,36.35000000000002,1630,28.3,4.830261780104712,51,0,Normal
M,27.150000000000034,36.450000000000045,1524,38.4,6.127916230366492,54,0,Normal
M,27.150000000000034,36.35000000000002,1405,49.4,7.267748691099476,77,0,Normal
M,27.150000000000034,36.450000000000045,1398,53.7,7.861005235602095,82,0,Normal
M,27.05000000000001,36.35000000000002,1500,45.7,7.178010471204188,89,0,Normal
M,27.05000000000001,36.35000000000002,1642,28.8,4.95179057591623,92,0,Normal
M,27.150000000000034,36.450000000000045,1509,46.6,7.363287958115184,95,0,Normal
M,26.75,36.150000000000034,1452,41.9,6.370554973821989,106,0,Normal
M,26.850000000000023,36.150000000000034,1413,40.7,6.021895287958116,117,0,Normal
M,26.950000000000045,36.25,1569,31.6,5.191664921465969,124,0,Normal
M,27.150000000000034,36.450000000000045,1419,42.5,6.314921465968586,137,0,Normal
M,27.150000000000034,36.35000000000002,1320,62.2,8.597277486910995,142,0,Normal
M,27.150000000000034,36.35000000000002,1448,42.4,6.428816753926701,145,0,Normal
M,27.150000000000034,36.25,1612,33.1,5.587141361256545,150,0,Normal
M,27.25,36.25,1875,23.9,4.692408376963351,155,0,Normal
M,27.25,36.150000000000034,1411,41.6,6.14634554973822,160,0,Normal
M,27.150000000000034,36.05000000000001,1490,47.9,7.473403141361256,163,0,Normal
M,27.25,36.150000000000034,1467,40.3,6.190586387434555,166,0,Normal
M,27.150000000000034,35.950000000000045,1458,44.3,6.763287958115183,175,0,Normal
M,27.25,36.25,1362,42.1,6.00420942408377,182,0,Normal
M,27.150000000000034,36.150000000000034,1391,57.9,8.433392670157067,204,0,Normal
M,27.350000000000023,36.25,1347,50.1,7.066460732984293,213,0,Normal
M,27.350000000000023,36.150000000000034,1539,39.1,6.30103664921466,216,0,Normal
M,27.25,36.05000000000001,1528,37.2,5.952000000000001,228,0,Normal
M,27.650000000000034,36.55000000000001,1519,39.7,6.314586387434555,16,0,Normal
M,27.55000000000001,36.450000000000045,1536,37.2,5.983162303664922,19,0,Normal
M,27.350000000000023,36.25,1877,23.8,4.677759162303665,31,0,Normal
M,27.350000000000023,36.150000000000034,1578,30.5,5.039685863874346,34,0,Normal
M,27.350000000000023,36.25,1655,32.1,5.562879581151832,37,0,Normal
M,27.450000000000045,36.25,1367,63.2,9.046534031413614,45,1,PWF
M,27.450000000000045,36.450000000000045,1588,37.0,6.152460732984293,50,0,Normal
M,27.350000000000023,36.35000000000002,1320,49.9,6.89717277486911,59,0,Normal
M,27.350000000000023,36.35000000000002,1691,27.6,4.8870785340314145,67,0,Normal
M,27.450000000000045,36.450000000000045,1365,50.0,7.146596858638744,70,0,Normal
M,27.55000000000001,36.55000000000001,1523,38.2,6.0920000000000005,73,0,Normal
M,27.55000000000001,36.450000000000045,1568,35.2,5.779434554973823,82,0,Normal
M,27.55000000000001,36.450000000000045,1473,48.1,7.418984293193717,87,0,Normal
M,27.55000000000001,36.35000000000002,1633,31.3,5.35213612565445,90,0,Normal
M,27.450000000000045,36.35000000000002,1530,40.2,6.44041884816754,93,0,Normal
M,27.450000000000045,36.35000000000002,1550,40.2,6.524607329842933,96,0,Normal
M,27.450000000000045,36.25,1541,35.2,5.6799162303664925,105,0,Normal
M,27.55000000000001,36.35000000000002,1733,26.7,4.845141361256545,108,0,Normal
M,27.450000000000045,36.25,1581,35.7,5.910125654450262,117,0,Normal
M,27.55000000000001,36.35000000000002,1352,44.0,6.229109947643979,126,0,Normal
M,27.450000000000045,36.35000000000002,1492,34.0,5.311832460732984,144,0,Normal
M,27.55000000000001,36.55000000000001,1397,51.3,7.504303664921465,155,0,Normal
M,27.55000000000001,36.450000000000045,1388,51.1,7.426890052356021,160,0,Normal
M,27.55000000000001,36.450000000000045,1421,49.8,7.410031413612566,165,0,Normal
M,27.650000000000034,36.55000000000001,1258,54.9,7.231853403141361,168,0,Normal
M,27.650000000000034,36.55000000000001,1482,39.0,6.0521465968586385,171,0,Normal
M,27.650000000000034,36.55000000000001,1751,27.9,5.115486910994764,183,0,Normal
M,27.650000000000034,36.450000000000045,1546,42.3,6.847727748691099,186,0,Normal
M,27.650000000000034,36.55000000000001,1680,28.2,4.960837696335078,189,0,Normal
M,27.75,36.55000000000001,1394,48.8,7.123267015706806,192,0,Normal
M,27.55000000000001,36.450000000000045,1996,19.8,4.138303664921466,203,1,TWF
M,27.55000000000001,36.35000000000002,1622,30.5,5.1802094240837695,14,0,Normal
M,27.55000000000001,36.35000000000002,1470,48.7,7.496230366492147,21,0,Normal
M,27.55000000000001,36.35000000000002,1445,46.4,7.020732984293193,24,0,Normal
M,27.55000000000001,36.35000000000002,1439,43.8,6.599811518324607,41,0,Normal
M,27.650000000000034,36.450000000000045,1404,38.7,5.689507853403142,44,0,Normal
M,27.650000000000034,36.35000000000002,1481,44.5,6.900994764397906,49,0,Normal
M,27.55000000000001,36.25,1589,35.0,5.823560209424084,52,0,Normal
M,27.55000000000001,36.450000000000045,1439,43.0,6.479267015706807,61,0,Normal
M,27.55000000000001,36.35000000000002,1838,24.9,4.7922722513089,66,0,Normal
M,27.450000000000045,36.25,1312,45.2,6.209675392670158,73,0,Normal
M,27.450000000000045,36.25,1452,39.4,5.990450261780104,78,0,Normal
M,27.55000000000001,36.35000000000002,1393,43.9,6.403424083769633,81,0,Normal
M,27.450000000000045,36.25,1432,44.2,6.627685863874346,84,0,Normal
M,27.450000000000045,36.150000000000034,1510,46.0,7.273298429319372,87,0,Normal
M,27.450000000000045,36.25,1521,37.2,5.924732984293194,90,0,Normal
M,27.350000000000023,36.150000000000034,1881,25.5,5.022565445026178,98,0,Normal
M,27.450000000000045,36.650000000000034,1659,28.9,5.020429319371727,127,0,Normal
M,27.450000000000045,36.650000000000034,1532,42.5,6.817801047120419,130,0,Normal
